;Wiley Post-Will Rogers Mem;Deadhorse;Ralph Wien Memorial;Fairbanks Intl;Nome;St Mary's;Aniak;Anchorage Intl;Tuluksak;Akiachak;Akiak;Kwethluk;Bethel;Napaskiak;Napakiak;Merle K (Mudhole) Smith;Tuntutuliak;Eek;Kongiganak;Kwigillingok;Quinhagak;Yakutat;Dillingham;King Salmon;Gustavus;Juneau Intl;Kodiak;St Paul Island;Sitka;Port Heiden;James A Johnson Petersburg;Wrangell;Ketchikan Intl;Sand Point;Cold Bay;Unalaska;Eareckson As;Adak Naf;Bellingham Intl;Glacier Park Intl;Minot Intl;William R Fairchild Intl;Grand Forks Afb;Grand Forks Intl;Spokane Intl;Great Falls Intl;Seattle-Tacoma Intl;Pangborn Memorial;Grant County;Missoula Intll;Hector Intll;Duluth Intl;Bismarck Muni;Pullman/Moscow Regional;Helena Regional;Yakima Air Terminal;Marquette County;Lewiston-Nez Perce County;Tri-Cities;Walla Walla Regional;Bert Mooney;Billings Logan Intl;Gallatin Field;Eastern Oregon Regional At Pen;Portland Intl;Mcnary Fld;Minneapolis-St Paul Intl/Wold-;Bangor Intl;Central Wisconsin;Cherry Capital;Austin Straubel Intll;Burlington Intl;Outagamie County;Roberts Field;Mahlon Sweet Field;Rapid City Regional;Wittman Regional;Rochester Intll;La Crosse Muni;Portland Intl Jetport;Jackson Hole;Joe Foss Field;Boise Air Terminal /Gowen Fld/;Mbs Intll;Fanning Field;Friedman Memorial;North Bend Muni;Muskegon County;Oneida County;Dane County Regional-Truax Fie;Greater Rochester Intl;Syracuse Hancock Intl;Bishop Intll;General Mitchell Intll;Greater Buffalo Intl;Manchester;Pocatello Regional;Natrona County Intl;Kent County Intl;Capital City;Albany County;Waterloo Muni;Tompkins County;Twin Falls-Sun Valley Regional;Detroit City;Sioux Gateway;Dubuque Regional;Rogue Valley Intl- M;General Edward Lawrence Logan;Worcester Muni;Kalamazoo/Battle Creek Interna;Detroit Metropolitan Wayne Cou;Binghamton Regional/Edwin A Li;Greater Rockford;Elmira/Corning Regional;Klamath Falls Intll;Erie Intl;Chicago O'hare Intl;Bradley Intl;Cedar Rapids Muni;William B. Heilig Field;Merrill C Meigs;Chicago Midway;Jack Mc Namara Field;Theodore Francis Green State;Michiana Rgnl Transportation C;Toledo Express;Des Moines Intl;Stewart Int'l;Quad-City;Cleveland-Hopkins Intl;Wilkes-Barre/Scranton Intl;Eppley Airfield;Tweed-New Haven;Youngstown-Warren Regional;Westchester County;Fort Wayne Intll;Arcata;Akron-Canton Regional;Lincoln Muni;University Park;Elko Muni-J.C. Harris Field;Long Island Mac Arthur;Salt Lake City Intl;Burlington Regional;La Guardia;Newark Intl;Greater Peoria Regional;Lehigh Valley Intll;John F Kennedy Intl;Redding Muni;Pittsburgh Intll;Yampa Valley;Bloomington/Normal;Purdue University;Mercer County;Harrisburg Intll;University Of Illinois-Willard;Port Columbus Intl;Quincy Muni Baldwin Field;James M Cox Dayton Intl;Philadelphia Intl;Capital;Decatur;Chico Muni;Stapleton Intl;Indianapolis Intl;Eagle County Regional;Reno/Tahoe Intll;Atlantic City Intll;Hulman Regional;Kansas City Intl;Aspen-Pitkin Co/Sardy Field;Baltimore-Washington Intl;Walker Field;Cincinnati/Northern Kentucky I;Washington Dulles Intl;Lake Tahoe;Washington National;Columbia Regional;City Of Colorado Springs Muni;Lambert-St Louis Intl;Sacramento Metropolitan;Gunnison County;Sonoma County;Yeager;Tri-State/Milton J.Ferguson Fi;Pueblo Memorial;Louisville Intl;Charlottesville-Albemarle;Evansville Regional;Blue Grass;Stockton Metropolitan;Greenbrier Valley;Williamson County Regional;Forney Aaf;Metropolitan Oakland Intl;Wichita Mid-Continent;Modesto City-County--Harry Sha;Mammoth Lakes;San Francisco Intl;Richmond Intll;San Jose Intll;Roanoke Regional/Woodrum Field;Merced Municipal/Macready Fiel;Springfield Regional;Cape Girardeau Regional;Durango-La Plata County;Joplin Regional;Newport News/Williamsburg Inte;Barkley Regional;Norfolk Intl;Fresno Air Terminal;Monterey Peninsula;Tri-Cities Regional Tn/Va;Tulsa Intl;Nashville Intll;Piedmont Triad Intll;Mc Carran Intl;Drake Field;Raleigh-Durham Intll;Mc Ghee Tyson;Asheville Regional;Meadows Field;Will Rogers World;Fort Smith Regional;Kinston Regional Jetport At St;San Luis Obispo County-Mc Ches;Amarillo Intl;Charlotte/Douglas Intl;Flagstaff Pulliam;Memphis Intl;Albuquerque Intl;Lovell Field;Fayetteville Regional/Grannis;Santa Maria Pub/Capt G Allan H;Greenville-Spartanburg;Albert J Ellis;Adams Field;Huntsville Intl-Carl T Jones F;Lawton Muni;Santa Barbara Muni;New Hanover Intll;Oxnard;Burbank-Glendale-Pasadena;Ontario Intl;Sheppard Afb/Wichita Falls Mun;Los Angeles Intl;Columbia Metropolitan;Palm Springs Regional;Long Beach /Daugherty Field/;Myrtle Beach Intl;John Wayne Airport-Orange Coun;Lubbock Intl;The William B Hartsfield Atlan;Birmingham Intl;Texarkana Regional-Webb Field;Phoenix Sky Harbor Intl;Bush Field;Charleston Afb/Intl;Dallas/Fort Worth Intl;Dallas Love Field;San Diego Intl-Lindbergh Fld;Yuma Mcas/Yuma Intl;Columbus Metropolitan;Monroe Regional;Shreveport Regional;Abilene Regional;Gregg County;Tyler Pounds Field;Jackson Intll;Dannelly Field;Savannah Intll;Tucson Intl;Midland Intll;El Paso Intl;Waco Regional;Alexandria Esler Regional;Mathis Field;Killeen Muni;Mobile Regional;Easterwood Field;Baton Rouge Metropolitan, Ryan;Jacksonville Intl;Eglin Afb;Pensacola Regional;Tallahassee Regional;Robert Mueller Muni;Panama City-Bay Co Intl;Lafayette Regional;Lake Charles Regional;New Orleans Intl/Moisant Fld/;Houston Intercontinental;Jefferson County;Gainesville Regional;William P Hobby;San Antonio Intl;Daytona Beach Intl;Orlando Intl;Melbourne Intll;Tampa Intl;St Petersburg/Clearwater Intl;Corpus Christi Intl;Laredo Intl;Sarasota/Bradenton Intl;Palm Beach Intl;Southwest Florida Intl;Rio Grande Valley Intl;Mc Allen Miller Intl;Fort Lauderdale/Hollywood Intl;Miami Intl;Lihue;Honolulu Intl;Molokai;Kapalua;Kahului;Lanai;Keahole-Kona Intll;Hilo Intll;Rafael Hernandez;Luis Munoz Marin Intl;Cyril E King;Eugenio Maria De Hostos;Mercedita;Alexander Hamilton;Johnston Atoll;Saipan Intl;Rota Intl;Guam Intll;Babelthuap/Koror;Pago Pago Intl;West Tinian
La Crosse Muni;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Portland Intl Jetport;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0198;0;0;0;0;0;0;0;0.0128;0;0;0;0;0;0;0;0;0.091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0329;0.0344;0;0;0;0;0.0588;0;0;0;0;0;0;0;0;0;0.044;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0853;0.0579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jackson Hole;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Joe Foss Field;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0113;0;0;0;0;0;0;0;0;0;0;0;0.0475;0;0;0;0;0;0;0;0;0;0;0;0.0376;0;0;0;0;0;0;0;0;0;0.0261;0;0;0;0.0821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boise Air Terminal /Gowen Fld/;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0211;0.0098;0;0;0;0;0;0;0;0;0;0;0.0195;0;0;0;0;0;0;0.0136;0;0;0;0;0;0;0;0;0;0;0;0;0;0.145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mbs Intll;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0131;0;0;0;0;0;0.0245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fanning Field;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Friedman Memorial;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
North Bend Muni;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Muskegon County;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oneida County;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dane County Regional-Truax Fie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0317;0;0;0;0;0;0.0133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0528;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Greater Rochester Intl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0080;0;0;0.0057;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0348;0;0;0.0302;0;0;0;0;0;0.0532;0.0278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0296;0.0293;0;0;0.0309;0;0.0283;0;0;0;0;0;0;0;0;0;0.0334;0;0;0;0;0;0;0;0;0;0;0;0.038;0;0.0527;0.0399;0;0.0408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0694;0;0;0;0;0;0;0;0;0.0773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Syracuse Hancock Intl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0135;0;0;0;0;0;0;0;0;0;0;0;0;0;0.027;0;0;0.0379;0;0;0;0;0;0.0611;0.0207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0269;0;0;0.025;0.0251;0;0;0.0264;0;0.0326;0;0;0;0;0;0;0;0;0;0.0312;0;0;0;0;0;0;0;0;0;0;0;0.0377;0;0.0584;0;0;0.0409;0;0;0.0837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0704;0;0;0;0;0;0;0;0;0.0793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bishop Intll;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0297;0;0;0;0;0;0;0;0;0.0294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
